chem_code,chem_group,chem_name,chem_alias1,chem_alias2,chem_note
4032,Pesticides,FENHEXAMID,,,
4033,Pesticides,N-CYCLOPROPYL-N'-(1;1-DIMETHYLETHYL)-6-(METHYLTHIO)-1;3;5-TRIAZINE-2;4-DIAMINE,,,
4034,Pesticides,HYMEXAZOL,,,
4035,Pesticides,TETRAKIS (HYDROXYMETHYL) PHOSPHONIUM SULFATE,,,
4036,Pesticides,1;3-DIBROMO-5;5-DIMETHYLHYDANTOIN,,,
4037,Pesticides,AZOXYSTROBIN,,,
4038,Pesticides,D-TRANS ALLETHRIN,,,
4039,Pesticides,S-BIOALLETHRIN,,,
4040,Pesticides,ESBIOTHRIN,,,
4041,Pesticides,BACILLUS THURINGIENSIS; SUBSP. KURSTAKI; GENETICALLY ENGINEERED STRAIN S3158::CRY A BY SANDOZ,,,
4046,Pesticides,ENDOSULFAN II,,,
4047,Pesticides,ENDOSULFAN SULFATE,,,
4048,Pesticides,ACENAPHTHENE,,,
4049,Pesticides,TOTAL ALDICARB PARENT AND BREAKDOWN PRODUCTS,,,
4050,Pesticides,ATRATON,,,
4051,Pesticides,DEETHYL-ATRAZINE,,,
4052,Pesticides,ATRAZINE DEALKYLATED,,,
4053,Pesticides,AZINPHOS-ETHYL,,,
4054,Pesticides,AZINPHOS-METHYL OXYGEN ANALOG,,,
4055,Pesticides,BROMIDE,,,
4056,Pesticides,BUTACHLOR,,,
4057,Pesticides,METHYL-CARBOFENTHION,,,
4058,Pesticides,CARBOFURAN PHENOL,,,
4059,Pesticides,CHLOROALLYL ALCOHOL,,,
4060,Pesticides,TOTAL CHLORTHAL DIMETHYL METABOLITES,,,
4061,Pesticides,4-CHLORO-ORTHO-CRESOL,4-CLOC,,Shortname
4062,Pesticides,DCPA ACID METABOLITES,,,
4063,Pesticides,DEMETON-S-METHYL,,,
4064,Pesticides,DIAZOXON,,,
4065,Pesticides,5-HYDROXY-DICAMBA,,,
4066,Pesticides,3;5-DICHLOROBENZOIC ACID,,,
4067,Pesticides,DIOXACARB,,,
4068,Pesticides,DIOXIN,,,
4069,Pesticides,ENDRIN ALDEHYDE,,,
4070,Pesticides,FENAMIPHOS SULFONE,,,
4071,Pesticides,FENAMIPHOS SULFOXIDE,,,
4072,Pesticides,FENURON,,,
4073,Pesticides,HEPTACHLOR EPOXIDE,,,
4074,Pesticides,3-HYDROXYCARBOFURAN,,,
4075,Pesticides,3-KETOCARBOFURAN PHENOL,,,
4076,Pesticides,MALAOXON,,,
4077,Pesticides,METHIOCARB SULFONE,,,
4078,Pesticides,METHIOCARB SULFOXIDE,,,
4079,Pesticides,METRIBUZIN-DA,,,
4080,Pesticides,MOLINATE SULFOXIDE,,,
4081,Pesticides,MTP,,,
4082,Pesticides,PARAOXON,,,
4083,Pesticides,METHYL PARAOXON,,,
4084,Pesticides,PHORATE SULFONE,,,
4085,Pesticides,PHORATE SULFOXIDE,,,
4086,Pesticides,PHORATOXON,,,
4087,Pesticides,PHORATOXON SULFONE,,,
4088,Pesticides,PHORATOXON SULFOXIDE,,,
4089,Pesticides,PHOSMETOXON,,,
4092,Pesticides,PROMECARB,,,
4093,Pesticides,PROPYZAMIDE METABOLITE,,,
4094,Pesticides,PROTHIOFOS,,,
4095,Pesticides,ROTENOLONE,,,
4096,Pesticides,DEETHYL-SIMAZINE,,,
4097,Pesticides,SIMETRYN,,,
4098,Pesticides,SWEP,,,
4099,Pesticides,TPA,,,
5000,Pesticides,VARIOUS TRICHLOROBENZENES,,,
5001,Pesticides,TRICHLORONATE,,,
5002,Pesticides,TRICYCLAZOLE,,,
5003,Pesticides,POLYCHLOROBIPHENYL,AROCLOR,,Shortname
5004,Pesticides,BACILLUS THURINGIENSIS SUBSP. KURSTAKI; GENETICALLY ENGINEERED STRAIN AGRO1 BY AGREVO,,,
5005,Pesticides,BACILLUS THURINGIENSIS SUBSP. KURSTAKI; GENETICALLY ENGINEERED STRAIN AGRO2 BY AGREVO,,,
5006,Pesticides,ETHOXYLATED ALKYL PHOSPHATE ESTERS,,,
5007,Pesticides,DIGLYCOLAMINE SALT OF 3;6-DICHLORO-O-ANISIC ACID,,,
5008,Pesticides,POLYACRYLIC ACID,,,
5009,Pesticides,1-(1-METHYL-PROPOXYCARBONYL)-2-(2-HYDROXYETHYL)-PIPERIDINE,,,
5010,Pesticides,BACILLUS THURINGIENSIS SUBSPECIES KURSTAKI STRAIN HD-1; LEPIDOPTERAN ACTIVE TOXIN,,,
5011,Pesticides,UREA INCLUSION ADDUCT OF POLYOXY(ETHYLENE)/POLYOXY(PROPYLENE) BLOCK COPOLYMER,BLOCK POLYMER OF CARBONYLDIAMIDE POLYOXYALKYLATED GLYCOL ADDUCT,,"2003 change, synonymous"
5012,Pesticides,MONTOK PEPPER,,,
5013,Pesticides,2-METHYL-4;5-TRIMETHYLENE-4-ISOTHIAZOLIN-3-ONE,,,
5014,Pesticides,IRON PHOSPHATE,,,
5015,Pesticides,AMMONIUM PROPIONATE,,,
5016,Pesticides,ALPHA-(PARA-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE); PHOSPHATE ESTER,PARA-NONYLPHENYL POLYOXYETHYLENE (4-14 MOLES) DIHYDROGEN PHOSPHATE ESTER,,"2003 change, synonymous"
5017,Pesticides,LAVANDIN OIL,,,
5018,Pesticides,CLOVE OIL,,,
5019,Pesticides,HALOFENOZIDE,,,
5020,Pesticides,2;4-DB ACID,,,
5021,Pesticides,BACULOVIRUS; GENETICALLY ENGINEERED; STRAIN VEGTDEL-AAIT,,,
5022,Pesticides,E-11-TETRADECEN-1-YL ACETATE,,,
5023,Pesticides,Z-11-TETRADECEN-1-YL ACETATE,,,
5024,Pesticides,DIFENOCONAZOLE,,,
5025,Pesticides,AZAFENIDIN,,,
5026,Pesticides,S-METHOPRENE,,,
5027,Pesticides,FLUDIOXONIL,,,
5028,Pesticides,DIAMINOCHLOROTRIAZINE,,,
5029,Pesticides,ENDRIN KETONE,,,
5030,Pesticides,HYDROXYSIMAZINE,,,
5031,Pesticides,DEETHYLHYDROXYSIMAZINE,,,
5032,Pesticides,DIAMINOHYDROXYTRIAZINE,,,
5033,Pesticides,SAPONIN,,,
5034,Pesticides,CHLORPYRIFOS OXON,,,
5035,Pesticides,FENURON TRICHLOROACETATE,,,
5036,Pesticides,BROMOXYNIL HEPTANOATE,,,
5037,Pesticides,POTASSIUM BICARBONATE,,,
5038,Pesticides,CIS-11-TETRADECENYL ACETATE,,,
5039,Pesticides,TRANS-11-TETRADECENYL ACETATE,,,
5040,Pesticides,METHIDATHION OXON,,,
5041,Pesticides,PHOSALONE OXON,,,
5042,Pesticides,COAL TAR DISTILLATE BOILING BETWEEN 270-300 DEGREES CELCIUS,,,
5043,Pesticides,BACILLUS THURINGIENSIS SUBSP. TENEBRIONIS,,,
5045,Pesticides,PSEUDOMONAS FLUORESCENS; STRAIN EG-1053,,,
5048,Pesticides,BACILLUS THURINGIENSIS SUBSP. KURSTAKI; DELTA-ENDOTOXIN  AS PRODUCED IN CORN BY AN HD-1 GENE; AND ITS CONTROLLING SEQUENCES AND FOUND ON PLASMID VECTOR; PZO1502.,,,
5049,Pesticides,BACILLUS THURINGIENSIS SUB. KURSTAKI STRAIN EG7673 LEPIDOPTERAN ACTIVE TOXIN,,,
5050,Pesticides,CLOPYRALID; MONOETHANOLAMINE SALT,,,
5051,Pesticides,BACILLUS THURINGIENSIS SUB. KURSTAKI STRAIN EG7673 COLEOPTERAN ACTIVE TOXIN,,,
5052,Pesticides,PERBORIC ACID; SODIUM SALT; MONOHYDRATE,,,
5053,Pesticides,DISODIUM OCTABORATE ANHYDROUS,,,
5054,Pesticides,SODIUM TETRABORATE (ANHYDROUS),,,
5055,Pesticides,MCPB,,,
5057,Pesticides,DICAMBA; SODIUM SALT,,,
5059,Pesticides,MCPA; 2-ETHYL HEXYL ESTER,,,
5060,Pesticides,DICHLORPROP-P,,,
5061,Pesticides,2;4-DP;2-ETHYLHEXYL ESTER,,,
5062,Pesticides,TRIFLUOROMETHYL-4-NITROPHENOL,,,
5063,Pesticides,OIL OF JASMINE,,,
5064,Pesticides,TRIMETHOXYBENZENE,,,
5065,Pesticides,ACETIC ACID; SODIUM SALT (2:1),,,
5066,Pesticides,POTASSIUM TRIIODIDE,,,
5067,Pesticides,1;4-DIMETHYLNAPHTHALENE,,,
5068,Pesticides,ALKYL(42%C12; 26%C18; 15%C14; 8%C16; 5%C10; 4%C8)1;3-PROPYLENEDIAMINE,"ALKYL(42%C12, 26%C18, 15%C14, 8%C16, 5%C10, 4%C8)1,3-PROPYLENE",,Shortname
5069,Pesticides,BENZYL-C12-14-ALKYLDIMETHYL QUATERNARY AMMONIUM COMPOUNDS,,,
5070,Pesticides,N-ISONONYL-N;N-DIMETHYL DECANAMINIUM CHLORIDE,,,
5071,Pesticides,(E)-9-DECEN-1-OL,,,
5072,Pesticides,ALCOHOLS; C6-12,,,
5073,Pesticides,ALCOHOLS; C8-10,,,
5074,Pesticides,BIS(TRIBUTYLTIN) SALICYLATE,,,
5075,Pesticides,POLY (METHYLMETHACRYLATE-CO-TRIBUTYLTIN METHACRYLATE),,,
5076,Pesticides,ASULAM,,,
5077,Pesticides,GYPSY MOTH NPV,,,
5078,Pesticides,PHYTOPHTHORA PALMIVORA; CHLAMYDOSPORES OF,,,
5079,Pesticides,(Z)-2-(3;3-DIMETHYL CYCLO HEXYLIDENE)ETHANOL,,,
5080,Pesticides,(E)-(3;3-DIMETHYLCYCLOHEXYLIDENE)ACETALDEHYDE,"ACETALDEHYDE,(3,3-DIMETHYLCYCLOHEXYLIDENE)-,(E)",,"2011 change, synonymous"
5081,Pesticides,(Z)-(3;3-DIMETHYLCYCLOHEXYLIDENE)ACETALDEHYDE,,,
5082,Pesticides,MEFLUIDIDE,,,
5083,Pesticides,MEFLUIDIDE; POTASSIUM SALT,,,
5085,Pesticides,FLUMETRALIN,,,
5086,Pesticides,FOMESAFEN SODIUM,,,
5087,Pesticides,BUTYL MERCAPTAN,,,
5088,Pesticides,DIETHYL SULFIDE,,,
5089,Pesticides,ANAGRAPHA FALCIFERA MULTI-NUCLEAR POLYHEDROSIS VIRUS (AFMNPV),,,
5090,Pesticides,FLUMICLORAC-PENTYL,,,
5092,Pesticides,DIALLYL DIMETHYL AMMONIUM CHLORIDE POLYMERS,,,
5093,Pesticides,FERMONE BOVERIN,,,
5094,Pesticides,BORIC ACID(H4B6011); ZINC SALT(1:2),,,
5095,Pesticides,CRESYLIC ACID; POTASSIUM SALT,,,
5097,Pesticides,PYRIDINE CARBOXYLIC ACID; 2-(4;5-DIHYDRO-4-METHYL-4-(1-METHYLETHYL)-5-OXO-1H-IMIDAZOL-2-YL)-5-METHYL; MONOAMMONIUM SALT,"IMAZAPIC, AMMONIUM SALT",,Shortname
5098,Pesticides,DICAMBA; ISOPROPYLAMINE SALT,,,
5099,Pesticides,INDOLE-3-BUTANETHIOIC ACID; S-PHENYL ESTER,,,
5100,Pesticides,TRIASULFURON,,,
5101,Pesticides,TRICHODERMA POLYSPORUM RIFAI,,,
5102,Pesticides,TRIDIPHANE,,,
5103,Pesticides,PRIMISULFURON-METHYL,,,
5104,Pesticides,QUINCLORAC,,,
5105,Pesticides,CYPROCONAZOLE,,,
5106,Pesticides,CHLORETHOXYPHOS,,,
5107,Pesticides,PHTHALALDEHYDE,,,
5108,Pesticides,(E)-TETRADECEN-1-OL,,,
5109,Pesticides,IMAZAQUIN; SODIUM SALT,,,
5110,Pesticides,DICAMBA; POTASSIUM SALT,,,
5111,Pesticides,MECOPROP-P,,,
5112,Pesticides,DIMETHENAMID,,,
5113,Pesticides,ACETYLSALICYLIC ACID,,,
5114,Pesticides,DIMETHYL-1-(HYDROXYMETHYL)PYRAZOLE,,,
5115,Pesticides,PROSULFURON,,,
5116,Pesticides,DICHLORO-1;2-DITHIOL-3-ONE,,,
5117,Pesticides,2-METHOXY-5-NITRO PHENOL; SODIUM SALT,,,
5118,Pesticides,SODIUM 2-NITROPHENOXIDE,,,
5119,Pesticides,SODIUM 4-NITROPHENOXIDE,,,
5120,Pesticides,BACILLUS SUBTILIS MBI600,,,
5121,Pesticides,PUCCINIA CANALICULATA,,,
5122,Pesticides,PHOSTEBUPIRIM,,,
5123,Pesticides,FENOXAPROP-P-ETHYL,,,
5124,Pesticides,PHOSPHORIC ACID DIOCTYL ESTER LAURYLDIETHANOLAMINE SALT,,,
5125,Pesticides,PHOSPHORIC ACID; MONOOCTYL ESTER; COMPD.WITH 2;2'-(DODECYLIMINO)BIS(ETHANOL)(1:1),,,
5126,Pesticides,ALKYL(68%C12; 32%C14)DIMETHYL DIMETHYLBENZYL AMMONIUM CHLORIDE,,,
5127,Pesticides,DECYL-N-METHYL-N-(3-TRIMETHOXYSILYL)PROPYL)-1-DECANAMINIUM CHLORIDE,,,
5128,Pesticides,COLLETOTRICHUM GLOEOSPORIOIDES F.SP.AESCHYNOMENE ATCC20358,,,
5129,Pesticides,NITHIAZINE,,,
5130,Pesticides,CARFENTRAZONE-ETHYL,,,
5131,Pesticides,ALPHA-ALKYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)MIXTURE OF DIHYDROGENPHOSPHATE AND MONOHYDROGEN PHOSPHATE ESTERS,,,
5132,Pesticides,GERMAN COCKROACH PHEROMONE,,,
5133,Pesticides,S-METOLACHLOR,(S)-METOLACHLOR,,Shortname
5134,Pesticides,2-METHYL-1;3-PROPANEDIOL,,,
5135,Pesticides,CLOPYRALID,,,
5136,Pesticides,SULFOSULFURON,,,
5137,Pesticides,SODIUM NONANOYLOXYBENZENE SULFONATE,,,
5138,Pesticides,BARLEY STRAW,,,
5143,Pesticides,ATTAPULGITE TYPE CLAY,ATTAPULGITE,,Shortname
5144,Pesticides,CORN,,,
5145,Pesticides,GRAPE POMACE,,,
5146,Pesticides,HYDROGENATED VEGETABLE OILS,,,
5147,Pesticides,MONTMORILLONITE TYPE CLAY,,,
5148,Pesticides,TALLOW,,,
5149,Pesticides,VANILLIN,,,
5150,Pesticides,SILVER; IONIC,,,
5157,Pesticides,BACULOVIRUS; GENETICALLY ENGINEERED; STRAIN ACMNPV-LQHIT2,,,
5159,Pesticides,GLUTAMIC ACID,,,
5160,Pesticides,GAMMA AMINOBUTYRIC ACID,,,
5178,Pesticides,SCOPOLAMINE HYDROBROMIDE TRIHYDRATE,,,
5179,Pesticides,ORCHEX 796 OIL,,,
5180,Pesticides,POLYETHOXYLATED ALKYL (C6-C22) ARYL ETHERS,,,
5181,Pesticides,DIMETHYL DICOCOALKYL AMMONIUM SALT WITH NAPHTHALENESULFONIC ACID; FORMALDEHYDE CONDENSATE,DIALKYL DIMETHYL AMMONIUM POLYNAPHTHYL AMINE,,Shortname
5182,Pesticides,PSEUDOMONAS CHLORORAPHIS,,,
5183,Pesticides,BACILLUS CEREUS; STRAIN BP01,,,
5203,Pesticides,POLYALKYLENEOXIDE MODIFIED POLYDIMETHYL-SILOXANE,,,
5204,Pesticides,FATTY ACIDS DERIVED FROM TALLOW,,,
5223,Pesticides,POLYETHER MODIFIED POLYSILOXANE,,,
5224,Pesticides,EMULSIFIABLE METHYLATED VEGETABLE OIL,,,
5225,Pesticides,COPPER OCTANOATE,,,
5226,Pesticides,BACILLUS THURINGIENSIS; SUBSP. AIZAWAI; STRAIN SD-1372; LEPIDOPTERAN ACTIVE TOXIN(S),,,
5227,Pesticides,CAMPHENE,,,
5228,Pesticides,BETA-PINENE-MALEAMIDE COPOLYMER,,,
5230,Pesticides,SUCROSE OCTANOATE,,,
5231,Pesticides,ORGANOSILICONE; POLY OXYALKYLENE ETHER COPOLYMER,,,
5232,Pesticides,PYMETROZINE,,,
5252,Pesticides,LOW MOLECULAR WEIGHT PARAFFINIC OIL,,,
5253,Pesticides,COCAMIDE DEA,,,
5255,Pesticides,P-MENTHANE-3;8-DIOL,,,
5292,Pesticides,METHYLATED SILICA,,,
5293,Pesticides,FLUFENACET,,,
5295,Pesticides,1-METHYLCYCLOPROPENE,,,
5314,Pesticides,(Z;Z)-11;13-HEXADECADIENAL,,,
5315,Pesticides,(E)-5-DECEN-1-OL,"5-DECEN-1-OL,(E)-",,"2003 change, synonymous"
5316,Pesticides,(Z)-11-HEXADECEN-1-YL ACETATE,,,
5317,Pesticides,XANTHOMONAS CAMPESTRIS PV. POANNUA,,,
5318,Pesticides,LITHIUM CHLORIDE,,,
5321,Pesticides,TRIFLOXYSTROBIN,,,
5322,Pesticides,ALKANOLAMIDE SURFACTANTS,,,
5323,Pesticides,ALKYLARYL POLYETHOXYETHANOL SULFATES,,,
5324,Pesticides,LAURIC ACID,,,
5325,Pesticides,BACILLUS THURINGIENSIS VAR. KURSTAKI; GENETICALLY ENGINEERED STRAIN EG7826,,,
5327,Pesticides,IMIPROTHRIN,,,
5329,Pesticides,ANTHRAQUINONE,,,
5330,Pesticides,PICLORAM; POTASSIUM SALT,,,
5331,Pesticides,INDOXACARB,,,
5332,Pesticides,CANOLA OIL,,,
5333,Pesticides,MCPP-P; DIMETHYLAMINE SALT,,,
5334,Pesticides,MCPP-P; 2-ETHYL HEXYL ESTER,,,
5335,Pesticides,MCPP-P; POTASSIUM SALT,,,
5336,Pesticides,2;4-DP-P; DIMETHYLAMINE SALT,,,
5337,Pesticides,2;4-DP-P; ISOOCTYL ESTER,,,
5338,Pesticides,ACIBENZOLAR-S-METHYL,,,
5359,Pesticides,ETHYL BUTYLACETYLAMINOPROPIONATE,,,
5379,Pesticides,BUTYLACETYLAMINOPROPIONIC ACID,,,
5399,Pesticides,STYRENE BUTADIENE COPOLYMER,,,
5401,Pesticides,PINOLEIC ACID,,,
5402,Pesticides,CYCLOPINOLEIC ACID,,,
5404,Pesticides,BACULOVIRUS; GENETICALLY ENGINEERED; STRAIN VEGTDEL-TOX34,,,
5447,Pesticides,QST 713 STRAIN OF DRIED BACILLUS SUBTILIS,,,
5448,Pesticides,NONACHLOR,,,
5450,Pesticides,ROSEMARY OIL,,,
5451,Pesticides,KRESOXIM-METHYL,,,
5452,Pesticides,PERBORIC ACID; SODIUM SALT,,,
5453,Pesticides,PLANT EXTRACT (DERIVED FROM QUERCUS FALCATA; OPUNTIA LINDHEIMERI; RHUS AROMATICA; AND RHIZOPHORIA MANGLE TISSUES),,,
5454,Pesticides,ALOE VERA OIL,,,
5455,Pesticides,OXYPURINOL,,,
5456,Pesticides,XANTHINE,,,
5457,Pesticides,TRALKOXYDIM,,,
5477,Pesticides,AGROBACTERIUM RADIOBACTER; STRAIN K1026,,,
5497,Pesticides,PROHEXADIONE CALCIUM,,,
5517,Pesticides,TRIAZAMATE,,,
5538,Pesticides,2;4-D; TRIISOPROPANOLAMINE SALT,,,
5557,Pesticides,FORCHLORFENURON,,,
5577,Pesticides,CINNAMON OIL,,,
5597,Pesticides,CUPROUS CHLORIDE,,,
5598,Pesticides,THIAMETHOXAM,,,
5599,Pesticides,2;6;8-TRIMETHYL-4-NONYLOXY POLYETHYLENE OXYETHANOL,,,
5617,Pesticides,Z;E-9;12-TETRADECADIEN-1-YL ACETATE,,,
5618,Pesticides,Z-9-TETRADECEN-1-OL,,,
5637,Pesticides,N;N-DIETHYL-2-(4-METHYL BENZYL OXY) ETHYLAMINE HYDROCHLORIDE,,,
5657,Pesticides,BIFENAZATE,,,
5678,Pesticides,LITHIUM (PERFLUORO OCTANE) SULFONATE,,,
5698,Pesticides,METHOXYFENOZIDE,,,
5718,Pesticides,POLYSILOXANE,,,
5719,Pesticides,DERIVATED NATURAL POLYMERS,,,
5720,Pesticides,SODIUM HYDROXYMETHYLGLYCINATE,,,
5740,Pesticides,ALPHA-ALKYL (C12-C15)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE; SODIUM SALT,"ALPHA-ALKYL (C12-C15) OMEGA-HYDROXY POLY (OXYETHYLENE), SODIUM SALT",,Shortname
5741,Pesticides,CALF'S MILK REPLACER,,,
5742,Pesticides,FRUCTOSE,,,
5743,Pesticides,2;6-DIETHYLANILINE,,,
5745,Pesticides,DEVICE ELECTRICAL,,,
5746,Pesticides,DEVICE MICROWAVE,,,
5747,Pesticides,DEVICE HEAT,,,
5748,Pesticides,CYHALOFOP BUTYL,,,
5749,Pesticides,BISPYRIBAC-SODIUM,,,
5750,Pesticides,DIFLUFENZOPYR,,,
5751,Pesticides,DIFLUFENZOPYR; SODIUM SALT,,,
5752,Pesticides,INDIAN MEAL MOTH GRANULOSIS VIRUS,,,
5753,Pesticides,CONIOTHYRIUM MINITANS STRAIN CON/M/91-08,,,
5754,Pesticides,NOVALURON,,,
5755,Pesticides,NONYL PHENYL ETHOXYLATE,,,
5756,Pesticides,IMAZAMOX,,,
5757,Pesticides,IMAZAMOX; AMMONIUM SALT,,,
5758,Pesticides,POLYMERIC TERPENES,,,
5759,Pesticides,PYRACLOSTROBIN,,,
5760,Pesticides,ZINC BORATE,,,
5761,Pesticides,HARPIN PROTEIN,,,
5762,Pesticides,ACETAMIPRID,,,
5763,Pesticides,MILBEMECTIN,,,
5764,Pesticides,ALIPHATIC POLYCARBOXYLATE,,,
5765,Pesticides,SILVER SODIUM HYDROGEN ZIRCONIUM PHOSPHATE,,,
5766,Pesticides,POTASSIUM PHOSPHITE,,,
5767,Pesticides,(Z)-11-HEXADECEN-1-OL ACETATE,,,
5768,Pesticides,FLUROXYPYR,,,
5769,Pesticides,ZOXAMIDE,,,
5770,Pesticides,BACILLUS PUMILUS; STRAIN QST 2808,,,
5771,Pesticides,LAURYL SULFATE,,,
5773,Pesticides,OCEANIC CLAY,,,
5774,Pesticides,PHOSPHOROUS ACID,,,
5775,Pesticides,MONOSODIUM SALT OF PHOSPHOROUS ACID,,,
5776,Pesticides,DISODIUM SALT OF PHOSPHOROUS ACID,,,
5777,Pesticides,MONOPOTASSIUM SALT OF PHOSPHOROUS ACID,,,
5778,Pesticides,DIPOTASSIUM SALT OF PHOSPHOROUS ACID,,,
5779,Pesticides,MONOAMMONIUM SALT OF PHOSPHOROUS ACID,,,
5780,Pesticides,DIAMMONIUM SALT OF PHOSPHOROUS ACID,,,
5781,Pesticides,CLORANSULAM-METHYL,,,
5782,Pesticides,OIL OF LEMON EUCALYPTUS,,,
5783,Pesticides,IODOMETHANE,,,
5784,Pesticides,FENPYROXIMATE,,,
5785,Pesticides,SODIUM CARBONATE PEROXYHYDRATE,,,
5786,Pesticides,1;7-DIOXASPIRO-(5;5)-UNDECANE,,,
5787,Pesticides,QUINOXYFEN,,,
5788,Pesticides,POLYOXIN D; ZINC SALT,POLYOXIN D,,Shortname
5789,Pesticides,LYSOPHOSPHATIDYL ETHANOLAMINE,,,
5790,Pesticides,2-CHLORO-N-(4'-CHLOROBIPHENYL-2-YL)-NICOTINAMIDE,BOSCALID,,Shortname
5791,Pesticides,FENAMIDONE,,,
5792,Pesticides,CLOTHIANIDIN,,,
5793,Pesticides,DIALLYL SULFIDES,,,
5794,Pesticides,DIALLYL MONOSULFIDE,,,
5795,Pesticides,DIALLYL DISULFIDE,,,
5796,Pesticides,DIALLYL TRISULFIDE,,,
5797,Pesticides,DIALLYL TETRASULFIDE,,,
5798,Pesticides,(POLY-N-ACETYL-D-GLUCOSAMINE)-PROTEIN,,,
5799,Pesticides,TRITICONAZOLE,,,
5800,Pesticides,MIXED VEGETABLE PROTEIN HYDROZYLATE,,,
5801,Pesticides,ACEQUINOCYL,,,
5802,Pesticides,FLUMIOXAZIN,,,
5803,Pesticides,FLUCARBAZONE-SODIUM,,,
5804,Pesticides,ALACHLOR ETHANESULFONIC ACID,,,
5805,Pesticides,ALACHLOR OXANILIC ACID,,,
5806,Pesticides,METOLACHLOR ETHANESULFONIC ACID,,,
5807,Pesticides,METOLACHLOR OXANILIC ACID,,,
5808,Pesticides,ENDOTHALL; MIXED MONO- AND DI- (N;N-DIMETHYLALKYLAMINE) SALTS,,,
5809,Pesticides,CALCIUM NITRATE,,,
5810,Pesticides,GLYPHOSATE; DIAMMONIUM SALT,,,
5811,Pesticides,DISODIUM SALT OF ETHYLENEDIAMINETETRAACETIC ACID DIHYDRATE,,,
5813,Pesticides,ENDOTHALL,,,
5815,Pesticides,FLUAZIFOP-P-BUTYL,,,
5816,Pesticides,N-(((3;5-DICHLORO-2-FLUORO-4-(1;1;2;3;3;3-HEXAFLUOROPROPOXY)PHENYL)AMINO)CARBONYL)-2;6-DIFLUOROBENZAMIDE,NOVIFLUMURON,,Shortname
5817,Pesticides,YUCCA SCHIDIGERA,,,
5818,Pesticides,OCTYLPHENOXYPOLYETHOXYETHYL PHOSPHATE,,,
5819,Pesticides,BACILLUS THURINGIENSIS VAR. AIZAWAI MOCRY1F AND THE GENETIC MATERIAL NECESSARY FOR ITS PRODUCTION (PLASMID INSERT PHP 12537) IN MAIZE,,,
5820,Pesticides,GLYPHOSATE; POTASSIUM SALT,,,
5821,Pesticides,ALPHA-ALKYL (C10-C16)-OMEGA-HYDROXYPOLY(OXYETHYLENE),,,
5822,Pesticides,DINOTEFURAN,,,
5823,Pesticides,REYNOUTRIA SACALINENSIS,,,Typo
5824,Pesticides,ALCOHOLS; C6-C10,,,
5825,Pesticides,(3S; 6R)-3-METHYL-6-ISOPROPENYL-9-DECEN-1-YL ACETATE,,,Typo
5826,Pesticides,(3S; 6S)-3-METHYL-6-ISOPROPENYL-9-DECEN-1-YL ACETATE,,,Typo
5827,Pesticides,HEPTAMETHYLTRISILOXANE-1;3-PROPANEDIOL ETHER; ETHOXYLATED PROPOXYLATED,HEPTAMETHYLTRISILOXANE ETHOXYLATED PROPOXYLATED,,Shortname
5828,Pesticides,ALKYL (67%C12; 25%C14; 7%C16; 1%C18) DIMETHYLBENZYL AMMONIUM CHLORIDE,,,
5829,Pesticides,BACILLUS THURINGIENSIS; SUBSP. KURSTAKI; STRAIN ABTS-351; FERMENTATION SOLIDS AND SOLUBLES,,,
5830,Pesticides,METHYLATED SOYBEAN OIL,,,
5831,Pesticides,DICHLORMID,,,
5832,Pesticides,MEPIQUAT PENTABORATE,,,
5833,Pesticides,5;5-DIMETHYLHYDANTOIN,,,
5834,Pesticides,MONOMETHYL HEXAZINONE,,,
5835,Pesticides,2-HYDROXYCYCLOHEXYL HEXAZINONE,,,
5836,Pesticides,DECYCLOHEXYL-4-HYDROXY HEXAZINONE,,,
5837,Pesticides,ALPHA-TRIDECYL-OMEGA-HYDROXYPOLY(OXYETHANOL) PHOSPHATE,,,
5838,Pesticides,ALPHA-ALKYL (C10-C20)-OMEGA-HYDROXYPOLY(OXYETHYLENE),,,
5839,Pesticides,DIDECYL DIMETHYL AMMONIUM CARBONATE,,,
5840,Pesticides,DIDECYL DIMETHYL AMMONIUM BICARBONATE,,,
5841,Pesticides,BACILLUS THURINGIENSIS; SUBSP. ISRAELENSIS; STRAIN AM 65-52,,,
5842,Pesticides,ETHYL ACRYLATE AND METHYL METHACRYLATE COPOLYMER,,,
5843,Pesticides,SODIUM ALPHA-OLEFIN (C14-C16) SULFONATE,,,
5844,Pesticides,ALCOHOLS; C12-C14; ALIPHATIC,,,
5845,Pesticides,HYPOCHLOROUS ACID,,,
5846,Pesticides,DIISOPROPYL ADIPATE,,,
5847,Pesticides,OIL OF BLACK PEPPER,,,
5848,Pesticides,PIPERINE,,,
5849,Pesticides,ETOXAZOLE,,,
5850,Pesticides,POLYOXYETHYLENE (1;1;3;3-TETRAMETHYLBUTYL) PHENYL ETHER,,,
5851,Pesticides,FORAMSULFURON,,,
5852,Pesticides,BACILLUS LICHENIFORMIS SB 3086,,,
5853,Pesticides,ALPHA-ALKYL (C10-C18)-OMEGA-HYDROXYPOLY(OXYETHYLENE),TEMEPHOS,,Typo
